call,discharge,Fs,Foil,Fg,pressure,Fw,yield,max_conc
14,1.0844164867489752,0.9,0.9008031221186855,1.1,1.1,0.9632800638935975,1104.6322968687698,9.957633687236102
15,0.9,0.9636287334209996,0.9,0.9433570586496651,1.0770970478819786,0.9,1350.838668537792,12.582677368563639
16,0.9477861527037846,0.9656017474987848,1.0591098846397882,1.02665075086063,1.0584682611834144,1.0031117054451781,1464.8888507254235,13.234835364195673
17,0.9651136623226811,0.9519577962835135,1.072828062876399,0.9912952220768052,0.9188808546418088,1.1,1498.3864143939422,13.574122492605415
18,1.001030571525883,0.9452567491538435,1.027282881532311,0.9895491449340976,1.1,1.1,1331.9191253103647,12.148487283164474
19,0.9493910853761758,0.904532159031033,1.0638238585751043,0.9863137089554667,0.9971438207961372,1.0225319617309874,1376.208250877983,12.605653433771133
20,0.978862950924047,1.1,0.9,1.1,0.9,1.1,1746.4150167483974,15.579139807082962
21,0.9764353503950841,1.0347242973780864,1.1,1.1,0.9,1.1,1892.3691654752852,16.36001381068891
22,0.9590204652490674,0.9891661022841073,0.9,1.1,0.9199838719135136,0.9,1633.7320259234093,15.540225743115727
23,1.0161090233524408,1.1,1.1,1.1,0.9,1.1,1466.572113575632,12.794553579782752
24,0.95336463547379,1.1,1.1,1.1,1.1,1.1,1496.3330114745431,13.154082649379456
25,0.9912665420783949,0.9831298786994788,1.0821451331796004,1.1,0.9,0.9,1633.8907203313295,15.214459737434325
26,0.9,0.9,0.9,1.1,0.9,1.1,1423.9119433952221,13.042765996134548
27,1.1,0.9,0.9,0.9,0.9,0.9520535669573023,1272.7391977924665,12.42797991282056
28,0.9789016475475665,1.065090998667443,1.0381746600814572,1.0743951508806104,0.9,0.9,1503.6559169332077,13.798444582525018
