model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700003,20.0,3419.4801071802276,3419.4801071802276,85.98795168303786,85.98795168303786,3333.4921554971897,26.9717129585659,76.59191378784485,False,102735.08606280452,False,0,0.0217391304347826,85.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700004,20.0,3219.5322924498823,3219.5322924498823,198.64713993751548,198.64713993751548,3020.885152512367,24.99578073528923,81.68746509585961,False,102681.03965410934,False,0,0.0243478260869565,60.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700005,20.0,3986.321181268741,3986.321181268741,107.97313977379372,107.97313977379372,3878.348041494947,32.417741605980474,86.0770243222642,False,101228.69389962273,False,0,0.0,65.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700006,20.0,3926.662321527509,3926.662321527509,202.81777393158836,202.81777393158836,3723.8445475959206,30.712710418615483,86.10279701808619,False,101321.30843814956,False,0,0.0,60.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700007,20.0,3322.9651959659095,3322.9651959659095,199.84587921077582,199.84587921077582,3123.1193167551337,25.781779981634195,82.72366412494232,False,101761.98402996312,False,0,0.0,60.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700008,20.0,3216.734580733413,3216.734580733413,109.53343104938631,109.53343104938631,3107.201149684027,24.834750991072575,75.51035533622228,False,103281.46315567684,False,0,0.0243478260869565,80.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700009,20.0,3313.0925827943815,3313.0925827943815,122.47424517838135,122.47424517838135,3190.618337616,25.51964775639146,77.00809487302477,False,103957.0064370664,False,0,0.0104347826086956,80.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700000,40.0,2887.709493167535,2887.709493167535,-129.47211893855274,-129.47211893855274,3017.181612106088,25.20427138962696,71.72991439430861,False,92467.58329248498,False,0,0.0121739130434782,110.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700001,40.0,3043.431742243538,3043.431742243538,-173.90727879623637,-173.90727879623637,3217.3390210397743,26.023426972950055,64.88462894785664,False,96725.07480700934,False,0,0.02,120.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700002,40.0,3128.220871765384,3128.220871765384,-216.822779288339,-216.822779288339,3345.043651053723,27.420272127833066,80.86649477426685,False,89984.52983857799,False,0,0.0,110.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700003,40.0,2894.2812344306317,2894.2812344306317,-244.96869580591738,-244.96869580591738,3139.249930236549,24.75005056397717,70.42425623215374,False,94953.46303339946,False,0,0.0217391304347826,120.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700004,40.0,2703.367972112333,2703.367972112333,-93.98761846077196,-93.98761846077196,2797.355590573105,23.029519094817633,69.38356625967207,False,93336.13165682944,False,0,0.0243478260869565,115.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700005,40.0,3383.7257070748383,3383.7257070748383,-228.48599370677994,-228.48599370677994,3612.211700781618,29.885112440316934,77.34516778606863,False,91991.3852308626,False,0,0.0,115.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700006,40.0,3273.40130770425,3273.40130770425,-179.51777698748492,-179.51777698748492,3452.919084691735,28.057970909575538,72.27796160532921,False,91251.60045814708,False,0,0.0,115.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700007,40.0,2837.887590602541,2837.887590602541,-74.34639943559205,-74.34639943559205,2912.233990038133,24.02392734356999,69.38161795521073,False,92749.85041180992,False,0,0.0,115.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700008,40.0,2749.8620446488203,2749.8620446488203,-175.50052083259789,-175.50052083259789,2925.362565481418,23.075642130593483,65.2316794486629,False,94543.67694608078,False,0,0.0243478260869565,120.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700009,40.0,2831.307599834624,2831.307599834624,-161.56590248637076,-161.56590248637076,2992.8735023209947,23.663175333368933,67.79319294624521,False,95694.00328502682,False,0,0.0104347826086956,120.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700000,60.0,2571.407655308205,2571.407655308205,-225.02247518197782,-225.02247518197782,2796.430130490183,23.637200936070695,66.7461342517752,False,87232.77620752572,False,0,0.0121739130434782,130.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700001,60.0,2684.9098436594836,2684.9098436594836,-350.080545863128,-350.080545863128,3034.9903895226116,24.26543064711768,60.85978514215812,False,90682.312732988,False,0,0.02,145.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700002,60.0,2771.6768351299006,2771.6768351299006,-300.7027865787895,-300.7027865787895,3072.37962170869,25.4880583452683,76.58776181269508,False,85258.80518445582,False,0,0.0,125.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700003,60.0,2575.2595033728085,2575.2595033728085,-303.712085554092,-303.712085554092,2878.9715889269005,23.225220123870788,65.99757398911449,False,89346.96516779259,False,0,0.0217391304347826,140.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700004,60.0,2379.58952781924,2379.58952781924,-196.35552549496515,-196.35552549496515,2575.9450533142053,21.345734730630795,61.60296898731184,False,88327.86696769086,False,0,0.0243478260869565,140.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700005,60.0,2978.4478701273474,2978.4478701273474,-355.9803890581038,-355.9803890581038,3334.428259185451,27.75730578107649,73.91538187217063,False,86878.60600323016,False,0,0.0,125.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700006,60.0,2890.3819903990343,2890.3819903990343,-297.8031248420798,-297.8031248420798,3188.185115241114,26.073399552275063,67.33961811554083,False,86195.46386175462,False,0,0.0,130.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700007,60.0,2505.6265329156745,2505.6265329156745,-192.3625820119346,-192.3625820119346,2697.989114927609,22.36813334292629,63.91050155833345,False,87583.08158135798,False,0,0.0,130.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700008,60.0,2446.991019677059,2446.991019677059,-271.48406233089736,-271.48406233089736,2718.475082007956,21.722171987721097,59.652517340257496,False,88666.53631412997,False,0,0.0243478260869565,140.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700009,60.0,2518.3009288366247,2518.3009288366247,-263.95406743010517,-263.95406743010517,2782.25499626673,22.140355548071327,63.8818691558441,False,90408.12214824247,False,0,0.0104347826086956,140.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700000,80.0,2170.5895964814913,2170.5895964814913,-346.62057357623416,-346.62057357623416,2517.2101700577255,21.22640864363434,60.33936233066811,False,82903.53688141715,False,0,0.0121739130434782,160.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700001,80.0,2274.1527059613773,2274.1527059613773,-462.7930914737626,-462.7930914737626,2736.94579743514,21.992194982583673,53.65049300849827,False,87272.28495631221,False,0,0.02,165.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700002,80.0,2425.541727123624,2425.541727123624,-325.9352313683107,-325.9352313683107,2751.4769584919345,23.491641499111555,69.27413940374048,False,81811.66787046152,False,0,0.0,145.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700003,80.0,2200.462380720143,2200.462380720143,-415.68492984167824,-415.68492984167824,2616.147310561821,21.026558098519697,57.93786785838677,False,86603.89077303545,False,0,0.0217391304347826,160.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700004,80.0,2007.6710707822815,2007.6710707822815,-311.21881279169133,-311.21881279169133,2318.889883573973,19.18657353183481,54.704437427526386,False,82988.4467597733,False,0,0.0243478260869565,160.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700005,80.0,2547.809066931911,2547.809066931911,-434.3165539871802,-434.3165539871802,2982.125620919091,25.18715991714115,66.69040794454817,False,83120.54586879398,False,0,0.0,150.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700006,80.0,2440.4715672325465,2440.4715672325465,-421.1135244093384,-421.1135244093384,2861.585091641885,23.52303642519751,60.19410518669912,False,82262.54617071537,False,0,0.0,160.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700007,80.0,2133.6008194163023,2133.6008194163023,-320.63974506782597,-320.63974506782597,2454.2405644841283,20.326718405321355,56.65774240292907,False,82741.22937345378,False,0,0.0,160.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700008,80.0,2065.515928285213,2065.515928285213,-401.75632866782826,-401.75632866782826,2467.272256953041,19.569874439700666,52.13170695266039,False,85122.42857418099,False,0,0.0243478260869565,165.0
MP Type3 biomass split+blend,ConcCost,multi,-time,biomass split+blend,5 expl,5,700009,80.0,2117.217748351215,2117.217748351215,-377.92001113614606,-377.92001113614606,2495.137759487361,19.85650029519374,55.680457869196545,False,85742.30096822605,False,0,0.0104347826086956,160.0
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700000,0.0,3904.346626843071,3904.346626843071,437.01772457824654,437.01772457824654,3467.3289022648246,29.330562208695405,84.34377170322212,False,108571.2122090957,False,0,0.0113043478260869,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700001,0.0,4287.3385701333955,4287.3385701333955,713.4393594465446,713.4393594465446,3573.899210686851,31.297643325785582,78.56727305383379,False,114339.75802025768,False,0,0.0191304347826086,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700002,0.0,3726.230980266325,3726.230980266325,29.612756979772712,29.612756979772712,3696.618223286552,29.878909902158785,88.90927744290785,False,98982.85366495192,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700003,0.0,4150.377564280518,4150.377564280518,623.7889641310958,623.7889641310958,3526.588600149422,29.84501514754149,82.96814728407436,False,115639.96116174172,False,0,0.0208695652173913,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700004,0.0,3694.5971322121086,3694.5971322121086,480.09052545481063,480.09052545481063,3214.506606757298,26.98852754622111,82.77186509902239,False,110943.27831794068,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700005,0.0,4391.599087117423,4391.599087117423,269.60421637792297,269.60421637792297,4121.9948707395,34.30217893654764,86.80083607730944,False,103763.32159297907,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700006,0.0,4379.309223973978,4379.309223973978,393.5510152348893,393.5510152348893,3985.758208739089,32.821192578375005,84.84345186489014,False,105768.72026917168,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700007,0.0,3816.25662881959,3816.25662881959,461.0573219778057,461.0573219778057,3355.199306841784,27.954075466792148,83.32384430903835,False,109766.30907638796,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700008,0.0,3905.9793397290623,3905.9793397290623,602.151344355143,602.151344355143,3303.8279953739193,27.55281907524617,81.22271640001384,False,115891.18660065989,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700009,0.0,3978.9884460528974,3978.9884460528974,590.1981426341513,590.1981426341513,3388.790303418746,28.124106481383997,82.63857134374798,False,116269.57026766628,False,0,0.0104347826086956,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700000,20.0,3784.4530489616423,3784.4530489616423,536.1426077692145,536.1426077692145,3248.310441192428,28.960030115741635,83.09132095783016,False,108404.36297229234,False,0,0.0121739130434782,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700001,20.0,4166.600168104218,4166.600168104218,765.7458749271045,765.7458749271045,3400.8542931771135,31.19710226790966,76.51637605845725,False,113089.10415689315,False,0,0.0191304347826086,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700002,20.0,3580.923416278776,3580.923416278776,-5.966845859845307,-5.966845859845307,3586.8902621386214,29.41793084118447,88.63425427111008,False,98689.34581978056,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700003,20.0,3486.5055422970277,3486.5055422970277,153.01338679983792,153.01338679983792,3333.4921554971897,25.057904377620027,80.63620721209014,False,113283.40522674024,False,0,0.0217391304347826,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700004,20.0,3581.8166161286335,3581.8166161286335,560.9314636162667,560.9314636162667,3020.885152512367,26.709181790661884,81.58624930266242,False,110372.80680072564,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700005,20.0,3961.716494319565,3961.716494319565,83.36845282461763,83.36845282461763,3878.348041494947,31.90793820352587,85.7120405471254,False,101866.11010786355,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700006,20.0,4223.397820229686,4223.397820229686,499.5532726337651,499.5532726337651,3723.8445475959206,32.111327761296295,83.320411275488,False,105965.05776580698,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700007,20.0,3728.5102755513954,3728.5102755513954,605.3909587962617,605.3909587962617,3123.1193167551337,27.664020906380543,81.79799456766682,False,109790.61547415126,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700008,20.0,3703.077299318856,3703.077299318856,595.8761496348293,595.8761496348293,3107.201149684027,26.928118897282523,78.10341431785707,False,113756.43993768006,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700009,20.0,3797.289245386595,3797.289245386595,606.670907770595,606.670907770595,3190.618337616,27.58343945711908,79.39002169657657,False,114254.5020100868,False,0,0.0104347826086956,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700000,40.0,3685.2335740536087,3685.2335740536087,668.0519619475208,668.0519619475208,3017.181612106088,28.73639897248963,80.08656512638773,False,107136.25813962672,False,0,0.0121739130434782,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700001,40.0,3580.3124005626646,3580.3124005626646,362.97337952289035,362.97337952289035,3217.3390210397743,27.080940885286243,74.86271804840416,False,110419.41020628536,False,0,0.0191304347826086,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700002,40.0,3337.8091303844876,3337.8091303844876,-7.23452066923528,-7.23452066923528,3345.043651053723,27.29555223667769,89.14981403562936,False,96979.41921053406,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700003,40.0,3204.7176507671084,3204.7176507671084,65.46772053055929,65.46772053055929,3139.249930236549,23.88549100372827,78.88842323757953,False,109079.85951698676,False,0,0.0217391304347826,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700004,40.0,3460.585147184963,3460.585147184963,663.2295566118578,663.2295566118578,2797.355590573105,26.462213663018304,78.19305896735301,False,108166.20224403463,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700005,40.0,3901.610656092352,3901.610656092352,289.398955310734,289.398955310734,3612.211700781618,31.925357589849163,81.87320213310761,False,100632.41934795308,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700006,40.0,4088.212954095374,4088.212954095374,635.2938694036388,635.2938694036388,3452.919084691735,31.65254353852501,80.21867488617254,False,104790.63033748676,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700007,40.0,3607.3957014791026,3607.3957014791026,695.1617114409696,695.1617114409696,2912.233990038133,27.395367744827844,78.30526285377866,False,107930.33794972594,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700008,40.0,3532.3594467974017,3532.3594467974017,606.9968813159835,606.9968813159835,2925.362565481418,26.542068696927057,74.08623386352185,False,110200.19680613306,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700009,40.0,3603.697063768014,3603.697063768014,610.8235614470191,610.8235614470191,2992.8735023209947,27.01926515971689,76.85540733836547,False,111095.76023642012,False,0,0.0104347826086956,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700000,60.0,3409.7281669803333,3409.7281669803333,613.2980364901505,613.2980364901505,2796.430130490183,27.805513111877985,77.37486734241426,False,103262.7657811282,False,0,0.0121739130434782,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700001,60.0,3161.8245979668527,3161.8245979668527,126.83420844424109,126.83420844424109,3034.9903895226116,24.72217952842204,73.06481579935645,False,106779.77535544791,False,0,0.0191304347826086,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700002,60.0,3300.479497684415,3300.479497684415,228.0998759757249,228.0998759757249,3072.37962170869,28.140332628106428,81.92305312681917,False,93608.53761210456,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700003,60.0,2741.550843199538,2741.550843199538,-137.42074572736237,-137.42074572736237,2878.9715889269005,21.541023101689262,77.66287066357343,False,103782.5530846636,False,0,0.0217391304347826,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700004,60.0,3131.2246306681513,3131.2246306681513,555.279577353946,555.279577353946,2575.9450533142053,25.131696347447253,72.34505109040686,False,103566.54568108045,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700005,60.0,3682.35945836787,3682.35945836787,347.9311991824188,347.9311991824188,3334.428259185451,31.037449975754992,80.50310369287624,False,98585.28408001988,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700006,60.0,3838.485268243961,3838.485268243961,650.3001530028469,650.3001530028469,3188.185115241114,30.749607355546747,77.0132773402321,False,102123.51099022424,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700007,60.0,3298.111726558514,3298.111726558514,600.1226116309049,600.1226116309049,2697.989114927609,26.19368991617244,74.96317570087355,False,103828.26902743494,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700008,60.0,3225.40161124984,3225.40161124984,506.9265292418836,506.9265292418836,2718.475082007956,25.43656675301518,71.91884306846309,False,105386.53750787096,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700009,60.0,3326.449458401823,3326.449458401823,544.1944621350931,544.1944621350931,2782.25499626673,26.00374394750292,74.56657683729046,False,106788.4179955672,False,0,0.0104347826086956,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700000,80.0,2922.0187599787673,2922.0187599787673,404.80858992104186,404.80858992104186,2517.2101700577255,25.0576810190046,73.4048400966403,False,98377.29942769073,False,0,0.0121739130434782,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700001,80.0,2739.1969001586986,2739.1969001586986,2.251102723558688,2.251102723558688,2736.94579743514,22.686393448300652,70.70002710094148,False,101448.1032484388,False,0,0.0191304347826086,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700002,80.0,3095.52387970426,3095.52387970426,344.0469212123253,344.0469212123253,2751.4769584919345,27.24697478475814,78.72265925190428,False,91893.02928406694,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700003,80.0,2817.1169630823674,2817.1169630823674,200.96965252054633,200.96965252054633,2616.147310561821,23.97859127907736,72.37903842983302,False,99663.0193197302,False,0,0.0217391304347826,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700004,80.0,2677.9501557683916,2677.9501557683916,359.06027219441876,359.06027219441876,2318.889883573973,22.805692205343565,68.32908267783546,False,97584.95891389238,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700005,80.0,3305.876044076799,3305.876044076799,323.75042315770816,323.75042315770816,2982.125620919091,29.176046995108496,77.55833322132835,False,95204.35071256295,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700006,80.0,3387.8326807382614,3387.8326807382614,526.2475890963765,526.2475890963765,2861.585091641885,28.520304246233945,73.43085105484028,False,97494.70912897168,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700007,80.0,2893.5256580860037,2893.5256580860037,439.28509360187536,439.28509360187536,2454.2405644841283,24.1609874583896,70.71983914742135,False,98899.67487908028,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700008,80.0,2741.1296669985395,2741.1296669985395,273.85741004549845,273.85741004549845,2467.272256953041,23.03757482006028,67.58493398039874,False,98302.88032232015,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,5,700009,80.0,2833.370518880626,2833.370518880626,338.23275939326504,338.23275939326504,2495.137759487361,23.499238164448965,69.9191522687419,False,100444.63256855492,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700000,0.0,3493.79683731999,3493.79683731999,26.467935055165526,26.467935055165526,3467.3289022648246,27.11726391807572,79.90854288346524,False,103983.3302942994,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700001,0.0,2951.4968063833467,2951.4968063833467,-622.4024043035042,-622.4024043035042,3573.899210686851,23.683274934344833,65.62494398125118,False,101479.6467268375,False,0,0.0191304347826086,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700002,0.0,3614.5892213961247,3614.5892213961247,-82.02900189042748,-82.02900189042748,3696.618223286552,29.66567190821595,88.43624426453961,False,98154.1006441874,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700003,0.0,2880.741931082619,2880.741931082619,-645.8466690668029,-645.8466690668029,3526.588600149422,22.73513878874303,68.54827885805227,False,101203.70188391273,False,0,0.0208695652173913,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700004,0.0,3279.169867390574,3279.169867390574,64.66326063327597,64.66326063327597,3214.506606757298,24.740475100612464,78.09450216079935,False,105989.9246580634,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700005,0.0,3957.8108884639487,3957.8108884639487,-164.183982275551,-164.183982275551,4121.9948707395,31.78451313163733,83.65690496559326,False,100271.06993483313,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700006,0.0,4093.867296260709,4093.867296260709,108.10908752162004,108.10908752162004,3985.758208739089,31.29261287704115,82.42388205092803,False,103719.07837732196,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700007,0.0,3484.5779411692884,3484.5779411692884,129.3786343275042,129.3786343275042,3355.199306841784,26.355337204075337,78.97164876277819,False,105594.05115782596,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700008,0.0,2758.194332292619,2758.194332292619,-545.6336630813003,-545.6336630813003,3303.8279953739193,21.300491276312556,67.33358072413385,False,101759.19276741343,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700009,0.0,2848.4335287598847,2848.4335287598847,-540.3567746588615,-540.3567746588615,3388.790303418746,21.970348541072667,68.37222234879556,False,103013.18418255684,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700000,20.0,3400.8648277266584,3400.8648277266584,152.55438653423062,152.55438653423062,3248.310441192428,27.14572116513835,76.73741778823916,False,102299.80971679848,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700001,20.0,2848.3125042771844,2848.3125042771844,-552.5417888999291,-552.5417888999291,3400.8542931771135,23.477497545988772,63.45735900734984,False,100302.66064642722,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700002,20.0,3239.253952983167,3239.253952983167,-347.63630915545446,-347.63630915545446,3586.8902621386214,27.253796559421716,82.7817893578977,False,94892.50110432506,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700003,20.0,3068.3605233326007,3068.3605233326007,-265.13163216458906,-265.13163216458906,3333.4921554971897,24.7218996524778,67.8908279779004,False,101581.15677981098,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700004,20.0,3171.159485922935,3171.159485922935,150.27433341056803,150.27433341056803,3020.885152512367,24.6874254954262,74.96591556979968,False,103931.46515787204,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700005,20.0,3724.4547618472034,3724.4547618472034,-153.89327964774384,-153.89327964774384,3878.348041494947,30.81899829714996,79.72887757515889,False,97805.93347326235,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700006,20.0,3882.240674629892,3882.240674629892,158.39612703397142,158.39612703397142,3723.8445475959206,30.612938622936912,78.97792846140396,False,101232.21077294348,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700007,20.0,3345.430057329214,3345.430057329214,222.31074057408023,222.31074057408023,3123.1193167551337,26.12315580787785,75.96066239375305,False,103335.7993980863,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700008,20.0,2883.3967930630547,2883.3967930630547,-223.80435662097216,-223.80435662097216,3107.201149684027,22.623551788724463,65.91192555124238,False,101865.34096115924,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700009,20.0,3082.4905177909204,3082.4905177909204,-108.12781982507977,-108.12781982507977,3190.618337616,24.129744118208865,68.59848675055765,False,103787.92742300552,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700000,40.0,3278.2510576386876,3278.2510576386876,261.06944553259973,261.06944553259973,3017.181612106088,27.03884284894247,74.42255986350568,False,100027.3380573456,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700001,40.0,3007.360630935195,3007.360630935195,-209.97839010457938,-209.97839010457938,3217.3390210397743,25.26896519388888,64.3878801511433,False,100006.25117647616,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700002,40.0,2952.5635970588287,2952.5635970588287,-392.4800539948942,-392.4800539948942,3345.043651053723,25.922766579186646,79.04709769236706,False,91116.15235889546,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700003,40.0,3107.7173893538493,3107.7173893538493,-31.532540882699777,-31.532540882699777,3139.249930236549,25.5493743400161,70.7918884105491,False,101169.81124242498,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700004,40.0,2990.8479492815104,2990.8479492815104,193.4923587084054,193.4923587084054,2797.355590573105,24.147934387787338,71.23021788798616,False,101305.4392047094,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700005,40.0,3477.361827365926,3477.361827365926,-134.8498734156924,-134.8498734156924,3612.211700781618,29.918084920745223,76.86816956340222,False,94441.65615380443,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700006,40.0,3710.214004817316,3710.214004817316,257.29492012558103,257.29492012558103,3452.919084691735,30.06944526189648,74.62979900800617,False,99210.42925084571,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,5,700007,40.0,3208.251244966904,3208.251244966904,296.01725492877085,296.01725492877085,2912.233990038133,25.777916653769143,72.27465679011028,False,101243.80512258026,False,0,0.0,
