model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700005,80.0,2580.8605731864363,2580.8605731864363,-401.2650477326547,-401.2650477326547,2982.125620919091,20.508349937011435,85.3161908322928,False,96581.67485511488,False,0,0.0,120.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700006,80.0,3464.5064614492144,3464.5064614492144,602.9213698073295,602.9213698073295,2861.585091641885,28.88327462196387,74.85414642159958,False,98803.70899846897,False,0,0.0,120.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700007,80.0,2956.008083460695,2956.008083460695,501.76751897656686,501.76751897656686,2454.2405644841283,24.48949868749298,71.63583481159125,False,100148.7366544686,False,0,0.0,120.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700008,80.0,2912.1801290600733,2912.1801290600733,444.9078721070323,444.9078721070323,2467.272256953041,23.95594898831899,68.5774382158935,False,101475.01368681413,False,0,0.0243478260869565,125.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700009,80.0,2966.038634178255,2966.038634178255,470.90087469089394,470.90087469089394,2495.137759487361,24.196569827652624,70.89132877354551,False,102751.72261980172,False,0,0.0104347826086956,125.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700000,0.0,3534.8901136765417,3534.8901136765417,67.56121141171707,67.56121141171707,3467.3289022648246,27.102068543221577,93.70651900767427,False,108459.72375703909,False,0,0.0113043478260869,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700001,0.0,4171.602842447479,4171.602842447479,597.703631760628,597.703631760628,3573.899210686851,30.307142867041232,78.02559103218222,False,113255.0022010138,False,0,0.0191304347826086,55.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700002,0.0,3040.260104910405,0.0,-656.3581183761471,-3696.618223286552,3696.618223286552,23.74341457270855,110.68703228938466,True,103556.44425578287,False,1,0.0,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700003,0.0,4126.2385297298,4126.2385297298,599.6499295803778,599.6499295803778,3526.588600149422,29.64645284288969,81.96685224219118,False,113532.41407812329,False,0,0.02,60.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700004,0.0,3226.1944834858277,3226.1944834858277,11.687876728529773,11.687876728529773,3214.506606757298,24.273643193292237,92.90708385907628,False,110340.22517192642,False,0,0.0234782608695652,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700005,0.0,4123.106722304403,4123.106722304403,1.1118515649031906,1.1118515649031906,4121.9948707395,32.1764571182357,98.02505700695882,False,107007.12334118584,False,0,0.0,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700006,0.0,3952.900478981814,3952.900478981814,-32.85772975727468,-32.85772975727468,3985.758208739089,29.963360936332144,96.97710643406003,False,107945.63779377834,False,0,0.0,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700007,0.0,3339.804068767864,3339.804068767864,-15.395238073920154,-15.395238073920154,3355.199306841784,25.22050995384197,93.79790234796538,False,108933.5772150988,False,0,0.0,50.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700008,0.0,3851.5204638960886,3851.5204638960886,547.6924685221693,547.6924685221693,3303.8279953739193,27.18622578492368,80.37174416011904,False,113951.32360401582,False,0,0.0234782608695652,60.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700009,0.0,3929.057800742935,3929.057800742935,540.2674973241888,540.2674973241888,3388.790303418746,27.70924964337019,81.984326214034,False,114983.79034974634,False,0,0.0095652173913043,60.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700000,20.0,3603.970471603042,3603.970471603042,355.6600304106141,355.6600304106141,3248.310441192428,28.294921305330742,81.2206382090461,False,103303.37760407146,False,0,0.0113043478260869,70.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700001,20.0,3884.294959968026,3884.294959968026,483.4406667909125,483.4406667909125,3400.8542931771135,29.813262827934324,74.34416780259977,False,108258.44134964352,False,0,0.0191304347826086,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700002,20.0,3647.700721819415,3647.700721819415,60.81045968079343,60.81045968079343,3586.8902621386214,28.635398764236346,88.84360084265938,False,99548.60930493976,False,0,0.0,70.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700003,20.0,3764.630660486937,3764.630660486937,431.13850498974716,431.13850498974716,3333.4921554971897,28.650018295192915,77.05323925321301,False,108176.7580861849,False,0,0.0208695652173913,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700004,20.0,3359.5640298021976,3359.5640298021976,338.6788772898308,338.6788772898308,3020.885152512367,25.68295684049191,79.75536515171505,False,105365.61751036967,False,0,0.0243478260869565,70.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700005,20.0,4354.729461038774,4354.729461038774,476.3814195438272,476.3814195438272,3878.348041494947,34.68790417680991,84.23078328207365,False,102323.76122723184,False,0,0.0,75.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700006,20.0,4194.917293768705,4194.917293768705,471.0727461727847,471.0727461727847,3723.8445475959206,32.15926100140189,83.51375954021125,False,103709.19950860157,False,0,0.0,70.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700007,20.0,3504.751518951793,3504.751518951793,381.63220219665936,381.63220219665936,3123.1193167551337,26.712060133750487,81.01179372046481,False,104968.8594358136,False,0,0.0,70.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700008,20.0,3521.5633264085845,3521.5633264085845,414.3621767245577,414.3621767245577,3107.201149684027,26.245714238751304,76.23234913563634,False,108723.94900756968,False,0,0.0243478260869565,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700009,20.0,3615.007396222571,3615.007396222571,424.38905860657087,424.38905860657087,3190.618337616,26.94948733937456,77.57090734629683,False,109168.60389912136,False,0,0.0104347826086956,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700000,40.0,3384.5423236804645,3384.5423236804645,367.36071157437664,367.36071157437664,3017.181612106088,27.47912693291169,78.51741801982618,False,100475.13101804932,False,0,0.0113043478260869,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700001,40.0,3701.7594255195663,3701.7594255195663,484.42040447979207,484.42040447979207,3217.3390210397743,29.287225228121105,71.72853202867582,False,105970.33677737504,False,0,0.0191304347826086,90.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700002,40.0,3547.053285376018,3547.053285376018,202.00963432229491,202.00963432229491,3345.043651053723,28.734545291932527,86.39279632880405,False,96589.09236750996,False,0,0.0,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700003,40.0,3582.8525294171136,3582.8525294171136,443.60259918056454,443.60259918056454,3139.249930236549,28.124036627995523,74.73464178831138,False,105132.16817011888,False,0,0.0208695652173913,90.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700004,40.0,3139.7881991947525,3139.7881991947525,342.43260862164743,342.43260862164743,2797.355590573105,24.897665101854123,76.95320203193876,False,102293.93252865392,False,0,0.0243478260869565,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700005,40.0,4086.0630017066087,4086.0630017066087,473.8513009249905,473.8513009249905,3612.211700781618,33.69027150136144,81.86551085517156,False,99147.67513919194,False,0,0.0,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700006,40.0,3892.164624265586,3892.164624265586,439.24553957385115,439.24553957385115,3452.919084691735,31.07362812970233,79.46966939506186,False,99879.03376860345,False,0,0.0,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700007,40.0,3270.1625789900954,3270.1625789900954,357.9285889519624,357.9285889519624,2912.233990038133,25.935808219817552,77.42367087155291,False,101353.60598294118,False,0,0.0,80.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700008,40.0,3330.4136790366274,3330.4136790366274,405.0511135552092,405.0511135552092,2925.362565481418,25.767028548012178,73.02954711908836,False,104832.08045253497,False,0,0.0243478260869565,90.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700009,40.0,3396.412509850781,3396.412509850781,403.53900752978643,403.53900752978643,2992.8735023209947,26.254575825797556,74.5287133675174,False,105586.90268485426,False,0,0.0104347826086956,90.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700000,60.0,3096.985308053049,3096.985308053049,300.555177562866,300.555177562866,2796.430130490183,26.40625871595733,72.80884585053995,False,95935.51111414662,False,0,0.0113043478260869,95.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700001,60.0,3440.43562495632,3440.43562495632,405.4452354337086,405.4452354337086,3034.9903895226116,28.36005073675057,68.65107739433726,False,102135.4775223699,False,0,0.0191304347826086,115.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700002,60.0,3412.2680151583895,3412.2680151583895,339.8883934496994,339.8883934496994,3072.37962170869,29.15540598775679,83.93849688200898,False,93528.87430611555,False,0,0.0,95.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700003,60.0,3193.4301961819324,3193.4301961819324,314.4586072550319,314.4586072550319,2878.9715889269005,26.47688955599959,72.88056777351997,False,99881.19646908838,False,0,0.0208695652173913,110.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700004,60.0,2851.396737415881,2851.396737415881,275.4516841016757,275.4516841016757,2575.9450533142053,23.67486710587057,70.12251409090358,False,97706.01170986213,False,0,0.0243478260869565,95.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700005,60.0,3701.230614122276,3701.230614122276,366.80235493682494,366.80235493682494,3334.428259185451,31.925627141842273,79.88718886679003,False,95168.90894405462,False,0,0.0,95.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700006,60.0,3563.3966092765436,3563.3966092765436,375.2114940354295,375.2114940354295,3188.185115241114,29.75299742450459,74.214962226452,False,95529.56131604878,False,0,0.0,100.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700007,60.0,2996.7084754146877,2996.7084754146877,298.7193604870786,298.7193604870786,2697.989114927609,24.862858608204665,70.51525204111286,False,97025.28705057631,False,0,0.0,100.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700008,60.0,3027.6180183664906,3027.6180183664906,309.14293635853437,309.14293635853437,2718.475082007956,24.632938619024547,67.81261899862375,False,99830.8158130377,False,0,0.0243478260869565,110.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700009,60.0,3099.75983564124,3099.75983564124,317.5048393745101,317.5048393745101,2782.25499626673,25.154816736852887,70.14135139725444,False,100573.38325756283,False,0,0.0104347826086956,110.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700000,80.0,2752.9631524981332,2752.9631524981332,235.75298244040778,235.75298244040778,2517.2101700577255,24.46702886640977,70.5970490639446,False,92479.8310898383,False,0,0.0113043478260869,120.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700001,80.0,3014.0561115530645,3014.0561115530645,277.11031411792464,277.11031411792464,2736.94579743514,26.210403410762424,66.12700754042808,False,96812.18655367776,False,0,0.0191304347826086,130.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700002,80.0,3026.062640878569,3026.062640878569,274.5856823866343,274.5856823866343,2751.4769584919345,26.642957819636543,80.69352921897212,False,91226.66541039644,False,0,0.0,115.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700003,80.0,2811.0175963468573,2811.0175963468573,194.87028578503623,194.87028578503623,2616.147310561821,24.488752591043735,69.2631642097176,False,94760.60921290822,False,0,0.0208695652173913,130.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700004,80.0,2540.1324190231057,2540.1324190231057,221.2425354491329,221.2425354491329,2318.889883573973,22.04073767760508,65.09939368712423,False,93837.08454827266,False,0,0.0243478260869565,125.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700005,80.0,3234.869920285104,3234.869920285104,252.7442993660129,252.7442993660129,2982.125620919091,28.954523150300883,77.2595355977473,False,92202.31416032225,False,0,0.0,120.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700006,80.0,3159.0893023837752,3159.0893023837752,297.50421074189035,297.50421074189035,2861.585091641885,27.416950508064332,72.24841819236042,False,92435.28045110995,False,0,0.0,120.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700007,80.0,2696.5826717252075,2696.5826717252075,242.34210724107925,242.34210724107925,2454.2405644841283,23.3322869197191,68.1281325503999,False,93335.03561103914,False,0,0.0,120.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700008,80.0,2698.7838928780616,2698.7838928780616,231.51163592502053,231.51163592502053,2467.272256953041,23.040312942203233,64.03237841999405,False,95087.9781229226,False,0,0.0243478260869565,130.0
MP probes,ConcCost,multi,-time,fixed 100h,1 expl + 4 probes,6,700009,80.0,2710.870723147775,2710.870723147775,215.73296366041404,215.73296366041404,2495.137759487361,23.061133616983117,66.84916527326804,False,95904.66999615388,False,0,0.0104347826086956,125.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700000,0.0,3663.061947548876,3663.061947548876,195.7330452840515,195.7330452840515,3467.3289022648246,28.320967200545837,80.07507073683051,False,104024.2432412197,False,0,0.0113043478260869,65.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700001,0.0,3730.1342068312338,3730.1342068312338,156.23499614438288,156.23499614438288,3573.899210686851,28.6279548367858,70.48415607611102,False,106753.62497996428,False,0,0.0191304347826086,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700002,0.0,4060.733355561797,4060.733355561797,364.11513227524483,364.11513227524483,3696.618223286552,32.09110167653708,87.95125538024253,False,99885.02521339532,False,0,0.0,65.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700003,0.0,3722.5095784035,3722.5095784035,195.92097825407836,195.92097825407836,3526.588600149422,28.252029804710997,74.91531599976685,False,107173.67306327296,False,0,0.0208695652173913,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700004,0.0,3393.812240284849,3393.812240284849,179.30563352755098,179.30563352755098,3214.506606757298,25.61578862143793,78.22908956880366,False,105675.8943396336,False,0,0.0234782608695652,65.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700005,0.0,4407.296031902587,4407.296031902587,285.3011611630873,285.3011611630873,4121.9948707395,34.83546111896482,83.50573966890128,False,102314.20952394124,False,0,0.0,70.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700006,0.0,4256.630696440821,4256.630696440821,270.87248770173255,270.87248770173255,3985.758208739089,32.50454539800691,81.72413488682228,False,103216.24192442204,False,0,0.0,70.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700007,0.0,3560.5574526972787,3560.5574526972787,205.3581458554945,205.3581458554945,3355.199306841784,26.969905717294473,79.21289348892016,False,104873.69992644608,False,0,0.0,65.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700008,0.0,3470.911293570178,3470.911293570178,167.0832981962585,167.0832981962585,3303.8279953739193,25.814729540003412,73.43956409102063,False,107472.92898269596,False,0,0.0234782608695652,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700009,0.0,3569.6730029179716,3569.6730029179716,180.8826994992255,180.8826994992255,3388.790303418746,26.58409588942993,74.88579152464676,False,108135.95416225393,False,0,0.0104347826086956,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700000,20.0,3619.838318263294,3619.838318263294,371.527877070866,371.527877070866,3248.310441192428,28.48055743326567,78.83091495584992,False,103572.05505677636,False,0,0.0113043478260869,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700001,20.0,3738.225479272609,3738.225479272609,337.37118609549543,337.37118609549543,3400.8542931771135,29.211105642624553,70.12527858695307,False,106447.2454715063,False,0,0.0191304347826086,85.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700002,20.0,3568.923909095943,3568.923909095943,-17.966353042678293,-17.966353042678293,3586.8902621386214,27.648967573624383,87.4105333953817,False,99442.4072900722,False,0,0.0,75.0
MP Type2 biomass split,ConcCost,multi,-time,biomass split,5 expl,6,700003,20.0,3670.176264323564,3670.176264323564,336.6841088263741,336.6841088263741,3333.4921554971897,28.422646407074566,73.36705443469783,False,106256.85031161508,False,0,0.0208695652173913,85.0
